	Haltung	Begründung	true	model	run
555	konservativ	Der Text argumentiert, dass es grundlegende, unveränderliche intellektuelle und moralische Unterschiede zwischen Männern und Frauen gibt, die auf der physischen Organisation basieren. Er lehnt die Gleichstellung der Geschlechter ab und betont traditionelle Rollen, wobei Frauen primär in der Mutterrolle und Erziehung gesehen werden und ihre Eignung für intellektuelle Tätigkeiten in Frage gestellt wird.	konservativ	openai/gpt-4o	2
556	progressiv	Der Artikel ermutigt Mädchen aus gebildeten Ständen, den Beruf der Irrenpflegerin zu ergreifen, und eröffnet ihnen verschiedene Möglichkeiten innerhalb des Diakonievereins. Dies zeigt eine Anerkennung der beruflichen Fähigkeiten von Frauen und unterstützt ihre berufliche Ausbildung und Arbeit, was für die fragliche Zeit als progressiv angesehen werden kann.	progressiv	openai/gpt-4o	2
557	progressiv	Der Artikel beschreibt die positiven Möglichkeiten für Frauen, Berufe wie die Hilfspräparatorin im naturhistorischen Bereich zu ergreifen, und betont, dass diese Tätigkeit nicht auf Museen begrenzt ist und Frauen auch im privaten Sektor Einkommen generieren können. Dies deutet auf eine progressive Haltung hin, da es Frauen mehr berufliche Möglichkeiten und Unabhängigkeit eröffnet.	progressiv	openai/gpt-4o	2
558	progressiv	Der Artikel beschreibt, wie sich die Anzahl der Frauen, die ein akademisches Studium aufnehmen, stetig vergrößert und dass dabei die Deutsche Christliche Vereinigung Studierender Frauen (D.C.V.S.F.) diese Bestrebungen aktiv unterstützt. Diese Vereinigung fördert die akademische Bildung von Frauen und unterstützt sie in ihren beruflichen und sozialen Zielen durch gemeinschaftliche Aktivitäten, Bibelstudium und soziale Missionen. Dies zeigt eine klare Unterstützung und Förderung von Frauenbildung und -arbeit, was in der beschriebenen Zeit als progressiv angesehen werden kann.	progressiv	openai/gpt-4o	2
559	konservativ	Der Artikel kritisiert die jungen Frauen der Zeit für ihre Vergnügungssucht und mangelnde Bereitschaft zur Arbeit und betont die Bedeutung traditioneller Rollen wie Hausfrauen. Er setzt sich damit für die Rückkehr zu alten Werten und gegen Materialismus ein.	konservativ	openai/gpt-4o	2
560	konservativ	Der Artikel argumentiert, dass Frauen den Beruf der Klavierstimmerin nicht erfolgreich ausüben können, da er körperlich und nervlich zu anspruchsvoll sei. Dies spiegelt eine konservative Ansicht wider, da es Frauen die Fähigkeit abspricht, in bestimmten Berufen zu arbeiten.	konservativ	openai/gpt-4o	2
561	progressiv	Der Artikel beschreibt eine wachsende ländliche Frauenbewegung, die sich auf Bildung und bessere Existenzmöglichkeiten für Frauen konzentriert. Er unterstützt die Idee, dass die weibliche Landbevölkerung besondere Beachtung erhält und dass ihre Bildung verbessert wird, was im Sinne einer progressiven Haltung zur Frage der Frauenrechte ist.	progressiv	openai/gpt-4o	2
562	konservativ	Der Artikel lehnt die Idee ab, Frauen in akademische und berufliche Felder einzuführen, die traditionell von Männern dominiert werden, und idealisiert stattdessen die traditionelle Rolle der Frau als Mutter und Hausfrau. Er beschreibt die Frauenbewegung mit Skepsis und betrachtet die Emanzipation als Bedrohung für die gesellschaftliche Ordnung.	konservativ	openai/gpt-4o	2
563	konservativ	Der Artikel idealisiert traditionelle Geschlechterrollen, indem er den Fokus auf die Aussteuer einer Braut legt und die finanzielle Verantwortung des zukünftigen Ehemannes hervorhebt. Frauen wird geraten, sich in die Rolle der Hausfrau einzufügen und keine Gleichstellung mit männlichen Geschwistern in Bezug auf Bildung und Karriere zu erwarten.	progressiv	openai/gpt-4o	2
564	konservativ	Der Artikel argumentiert gegen die Forderung, dass Frauen in der Ehe ihr Vermögen selbstständig verwalten dürfen, und bezeichnet solche Bestrebungen als soziale Unruhen und unrealistische Forderungen. Er unterstützt die bestehende patriarchale Struktur der Ehe und lehnt die Idee ab, dass Frauen unabhängig über ihr Vermögen verfügen sollten.	konservativ	openai/gpt-4o	2
565	anderes Thema	Der Text behandelt primär die Frage der Kleidung von Lehrerinnen und deren Einfluss auf die Stimmung, nicht jedoch spezifische Themen zu Genderfragen wie Frauenrechte oder Frauenwahlrecht.	neutral	openai/gpt-4o	2
566	progressiv	Der Artikel fördert die Erwerbsarbeit für Frauen in der Wollwarenbranche und betont die Möglichkeit, dass Frauen durch berufliche Tätigkeit ihre Familie ernähren können. Er beschreibt eine progressive Einstellung, indem er Frauen motiviert, wirtschaftlich unabhängig zu sein und ihnen gleichberechtigte Chancen in einem bestimmten Berufsfeld bietet.	progressiv	openai/gpt-4o	2
567	konservativ	Der Text vertritt eine klar konservative Haltung, indem er den Einfluss von Frauen auf die Literatur als negative „Verweiblichung“ darstellt und beklagt. Der Autor kritisiert den weiblichen Geschmack als sentimental und oberflächlich und idealisiert im Gegensatz dazu eine „männlich-herbe“ Dichtung. Damit festigt der Artikel traditionelle Geschlechterrollen und wertet den weiblichen Einfluss auf die Kultur ab.	konservativ	google/gemini-2.5-pro	2
568	konservativ	Der Artikel vertritt eine klar konservative Haltung, da er ein traditionelles Familienbild idealisiert und Frauen ausschließlich über ihre Rolle als Ehefrauen und Haushälterinnen definiert. Ihre Ambitionen werden auf die Heirat mit einem Soldaten beschränkt, während das Streben nach höherer Bildung für Mädchen als problematischer Ehrgeiz der Eltern kritisiert wird.	neutral	google/gemini-2.5-pro	2
569	konservativ	Der Artikel kritisiert die Frauenbewegung scharf und bezeichnet sie als eine Form der „negativen Auslese“, da sie tüchtige Frauen von der Fortpflanzung abhalte. Er idealisiert das traditionelle Familienbild, in dem die Frau von der „Last des Berufs“ befreit wird, um sich als Hausfrau ganz der Familie und ihrem „mütterlichen Beruf“ zu widmen. Die Emanzipation der Frau wird als Gefahr dargestellt, die überwunden werden müsse, bevor sie „unser Volk zugrunde gerichtet hat“.	anderes Thema	google/gemini-2.5-pro	2
570	progressiv	"Der Artikel ist progressiv, da er die Übernahme öffentlicher, offizieller Ämter durch Frauen in der Armenpflege als wichtigen Fortschritt feiert. Er hebt hervor, dass Frauen in diesen Positionen gleiche Rechte und Stimmrecht wie Männer erhalten (""gleichberechtigt mit Sitz und Stimme""), und spricht sich für ihre professionelle Ausbildung aus. Damit unterstützt der Text die Teilhabe von Frauen am öffentlichen Leben und an qualifizierter, offizieller Tätigkeit."	progressiv	google/gemini-2.5-pro	2
571	progressiv	Der Artikel beschreibt die Frauenbewegung als eine notwendige und gemeinnützige soziale Erscheinung. Er argumentiert, dass die Industrialisierung Frauen zur Erwerbsarbeit zwingt und die Bewegung entscheidend dazu beigetragen hat, die Bildung und die beruflichen Möglichkeiten für Frauen zu verbessern und ihnen neue Berufsfelder zu erschließen. Der Text lehnt die traditionelle Rolle der Frau im Haus als nicht mehr zeitgemäß ab und erwähnt explizit Forderungen wie das Frauenstimmrecht als Teil der Bewegung.	progressiv	google/gemini-2.5-pro	2
572	konservativ	Der Artikel nimmt eine konservative Haltung ein, da er die Frauenrechtsbewegung durch einen spöttischen Ton und die Darstellung eines extremen Matriarchats ins Lächerliche zieht. Er nutzt das Beispiel der Basken nicht, um für Frauenrechte zu werben, sondern um die Forderungen der Frauenrechtlerinnen als absurd darzustellen und traditionelle Rollenverteilungen indirekt zu bestärken. Der Text ist eine satirische Kritik an den Zielen der Emanzipation.	konservativ	google/gemini-2.5-pro	2
573	progressiv	Der Text bespricht die neue gesellschaftliche Realität der erwerbstätigen Frau, beklagt die Ungerechtigkeit ihrer Behandlung im Vergleich zu männlichen Arbeitern und fordert explizit progressive Lösungen. Konkret werden der Ausbau der Arbeiterschutzgesetzgebung und die gewerkschaftliche Organisation der Frauen gefordert, was für die damalige Zeit einem fortschrittlichen sozialpolitischen Ansatz entspricht.	falsch	google/gemini-2.5-pro	2
574	konservativ	"Der Text vertritt eine konservative Haltung, da er die Frau primär als aufopferungsvolle ""Gehilfin"" des Mannes und Stütze des Vaterlandes darstellt. Obwohl Frauen ermutigt werden, in der Abwesenheit der Männer neue Verantwortungen in Haus und Gesellschaft zu übernehmen, geschieht dies stets im Dienste der Familie und des Staates und zielt auf die Aufrechterhaltung der traditionellen Ordnung ab, nicht auf die Emanzipation der Frau."	konservativ	google/gemini-2.5-pro	2
575	progressiv	Der Artikel beschreibt den 'Deutschen Frauenbund', der die politische und volkswirtschaftliche Bildung von Frauen durch umfassende Kurse und Vorträge aktiv fördert. Dieses Bestreben, das 'politische Analphabetentum' von Frauen zu überwinden und ihre aktive Teilhabe am öffentlichen Leben zu ermöglichen, stellt für das frühe 20. Jahrhundert eine progressive Haltung dar. Obwohl die Motivation primär nationalistisch ist, befürwortet der Text klar eine erweiterte öffentliche Rolle und höhere Bildung für Frauen jenseits der traditionellen häuslichen Sphäre.	progressiv	google/gemini-2.5-pro	2
576	konservativ	"Obwohl der Text eingangs die prinzipielle Öffnung aller Berufe für Frauen befürwortet, argumentiert er anschließend aus einer stark essentialistischen Perspektive, dass die ""wirkliche"" und ""natürliche"" Bestimmung der Frau die der Gattin, Mutter und Hausfrau sei. Andere Berufe werden lediglich als Ersatz oder als Erweiterung dieser häuslichen Tätigkeiten dargestellt, was ein traditionelles Frauen- und Familienbild zementiert und die freie Berufswahl faktisch wieder einschränkt."	ambivalent	google/gemini-2.5-pro	2
577	progressiv	Der Artikel ist progressiv, da er zum einen die höhere Bildung für Frauen durch die explizite Empfehlung einer Vorbereitungsanstalt für das Abiturientenexamen unterstützt. Zum anderen kritisiert er die wirtschaftliche Ausbeutung von Frauen scharf, indem er unbezahlte Arbeit anprangert und eine faire Bezahlung für qualifizierte weibliche Fachkräfte fordert.	progressiv	google/gemini-2.5-pro	2
578	neutral	Der Text nimmt eine neutrale Haltung ein, da er sowohl progressive als auch konservative Elemente enthält. Einerseits befürwortet der Autor die Bildung und Erwerbstätigkeit von Frauen, andererseits lehnt er die politische Emanzipation wie das Frauenwahlrecht entschieden ab und verteidigt ein traditionelles Rollenbild, in dem die Frau nicht in die Politik gehört.	konservativ	google/gemini-2.5-pro	2
579	progressiv	Der Artikel befürwortet explizit die Erwerbstätigkeit von Frauen in einem neuen, qualifizierten und künstlerischen Berufsfeld. Er beschreibt die Ausbildung, die Eignung der Frau für diese Tätigkeit und die guten Verdienstmöglichkeiten als sehr aussichtsreich. Dies stellt eine klare Förderung der weiblichen Berufstätigkeit und finanziellen Unabhängigkeit dar.	progressiv	google/gemini-2.5-pro	2
580	konservativ	Der Text vertritt die Haltung, dass Frauen Männern intellektuell unterlegen sind und begründet dies mit pseudo-wissenschaftlichen, anthropologischen Argumenten wie Schädelvermessungen und physiologischen Unterschieden. Demnach sei die einzige und wahre Bestimmung der Frau die der Mutter und Erzieherin, während eine Konkurrenz mit dem Mann auf geistigen Gebieten als aussichtslos und unnatürlich dargestellt wird.	konservativ	google/gemini-2.5-pro	2
581	progressiv	Der Artikel behandelt die Erwerbstätigkeit von Frauen aus „gebildeten Ständen“ in der Kranken- und Irrenpflege als eine Selbstverständlichkeit und als befriedigenden Beruf. Er diskutiert pragmatisch die Arbeitsbedingungen, um die Arbeitskraft der Frauen langfristig zu erhalten, was die professionelle Rolle der Frau in der Gesellschaft ernst nimmt und unterstützt. Für die damalige Zeit ist die Förderung von Berufen für gebildete Frauen als fortschrittlich zu werten.	progressiv	google/gemini-2.5-pro	2
582	progressiv	"Der Text stellt aktiv neue Berufsfelder für Frauen vor (Hilfspräparatorin, Graphologin) und betont die Möglichkeit für Frauen, dadurch ein eigenes Einkommen zu erzielen. Zudem informiert der ""Briefkasten des Frauenerwerb"" konkret über Ausbildungswege für Frauen in verschiedenen Berufen. Der gesamte Artikel ist darauf ausgerichtet, Frauen den Weg in die Erwerbstätigkeit aufzuzeigen und sie dabei zu unterstützen."	progressiv	google/gemini-2.5-pro	2
583	progressiv	"Der Artikel stellt das Frauenstudium als eine positive, fortschrittliche Entwicklung dar, die Vorurteile überwunden hat. Er befürwortet aktiv, dass Frauen akademische Berufe wie Ärztin oder Lehrerin ergreifen, um in der Gesellschaft und in der Mission ""tatkräftige Hilfe"" zu leisten. Dies war für die damalige Zeit eine progressive Haltung, die die höhere Bildung und die Berufstätigkeit von Frauen klar unterstützte."	progressiv	google/gemini-2.5-pro	2
584	konservativ	"Der Text beklagt den moralischen Verfall und die ""Vergnügungssucht"" junger Frauen und idealisiert die traditionelle Rolle der Frau als ""tüchtige Hausfrau"". Obwohl er kurz die Notwendigkeit neuer Berufsfelder für Frauen erwähnt, liegt der Hauptfokus auf der Erziehung zur häuslichen Arbeit, um gute Ehefrauen und Mütter für die Stärkung der Nation zu werden, was eine klassische konservative Position darstellt."	konservativ	google/gemini-2.5-pro	2
585	konservativ	"Der Artikel rät Frauen explizit vom Beruf der Klavierstimmerin ab und begründet dies mit stereotypen Annahmen. Es wird behauptet, Frauen wären dem Beruf körperlich (""Körperkräfte"") und nervlich (""starke Nerven"") nicht gewachsen. Damit wird ein traditionelles Rollenbild bestärkt und Frauen der Zugang zu einem technischen Berufsfeld abgesprochen."	konservativ	google/gemini-2.5-pro	2
586	progressiv	"Der Artikel befürwortet die Entstehung einer ""ländlichen Frauenbewegung"" und definiert deren Ziele als das Streben nach ""vertiefter Bildung, nach besseren Existenzmöglichkeiten, nach einer Hebung des weiblichen Standes"". Er kritisiert explizit und scharf die fehlenden beruflichen Ausbildungsmöglichkeiten für Mädchen auf dem Land, während es für Jungen zahlreiche staatliche Schulen gibt, und plädiert somit klar für mehr Frauenbildung und bessere Chancen."	progressiv	google/gemini-2.5-pro	2
587	konservativ	"Der Text lehnt das wissenschaftliche Studium für Frauen entschieden ab und bezeichnet es als ""mit dem Lasso nach dem Monde werfen"". Stattdessen wird das traditionelle Rollenbild der Frau als Mutter und Hausfrau idealisiert, deren höchste Aufgabe es sei, dem Vaterland tüchtige Bürger zu gebären. Jegliche Emanzipationsbestrebungen, die eine Konkurrenz zum Mann darstellen könnten, werden als ""unerhörte Verschiebung aller guten Sitte"" kritisiert."	konservativ	google/gemini-2.5-pro	2
588	konservativ	Der Text vertritt eine konservative Haltung, da er das traditionelle Familienbild des Mannes als Ernährer und der Frau als Hausfrau zementiert. Er argumentiert explizit, dass Töchter auf eine Gleichstellung mit Söhnen verzichten müssten, da deren Ausbildung wichtiger für den Unterhalt der zukünftigen Familie sei. Die befürwortete Selbständigkeit der Braut bei der Aussteuer dient somit nur als Vorschule für ihre spätere Rolle als Hausfrau.	progressiv	google/gemini-2.5-pro	2
589	konservativ	"Der Artikel argumentiert explizit gegen die rechtliche Selbständigkeit der Frau bei der Verwaltung ihres Vermögens in der Ehe. Er idealisiert ein traditionelles Familienmodell, in dem der Mann als verantwortliches Oberhaupt die finanzielle Verfügungsgewalt innehat und eine Frau ihren Willen nur durch ""moralisches Gewicht"" und Charakterstärke, nicht durch Gesetze, durchsetzen soll. Die Forderungen der Frauenbewegung werden als unnötiges ""Schwatzen von Rechten"" abgetan."	konservativ	google/gemini-2.5-pro	2
590	progressiv	Der Artikel behandelt die Erwerbstätigkeit von Frauen als Lehrerinnen als eine Selbstverständlichkeit, was für diese Epoche eine progressive Haltung ist. Die Autorin, selbst eine Lehrerin, argumentiert aus einer professionellen Perspektive für einen modernen Kleidungsstil und bricht damit mit einem traditionellen, auf die häusliche Sphäre beschränkten Frauenbild.	neutral	google/gemini-2.5-pro	2
591	progressiv	Der Text wirbt aktiv für die Erwerbstätigkeit von Frauen und stellt diese als Mittel zur ökonomischen Unabhängigkeit dar, insbesondere für alleinstehende Frauen, Witwen oder Waisen. Er zeigt Aufstiegsmöglichkeiten bis zur Filialleiterin auf, die sogar eine ganze Familie ernähren kann, was dem damals vorherrschenden, konservativen Familienbild widerspricht. Die detaillierten, praktischen Ratschläge ermutigen Frauen explizit, ein selbstständiges Leben durch Arbeit zu führen.	progressiv	google/gemini-2.5-pro	2
592	konservativ	Der Artikel idealisiert eine männlich-dominierte Literaturtradition des 19. Jahrhunderts und diskreditiert den weiblichen Einfluss als verweichlichend und kunstschädlich. Er delegitimiert explizit literarische Erfolge durch weibliches Publikum (‚Schutzherrschaft‘), stilisiert ‚männlich-herbe‘ Kunst als Ideal und reproduziert traditionelle Geschlechterklischees (z.B. zarte Frauenhand vs. kraftvoller Männercharakter). Die Kernkritik an weiblich geprägter ‚Miniaturliteratur‘ als oberflächlich und des ‚Pantoffels‘ als Symbol kultureller Degeneration stellt eine dezidiert antifeministische Perspektive auf Kunst und Gesellschaft dar.	konservativ	deepseek/deepseek-r1-0528:free	3
593	neutral	Der Artikel beschreibt geschlechtsspezifische Rollen in der Kaserne (z.B. die eingeschränkte Rolle von Frauen als Ehefrauen, ihre Haushaltsführung und ihr Streben nach sozialem Aufstieg durch Heirat), ohne diese explizit zu befürworten oder zu kritisieren. Er erwähnt zwar progressive Elemente wie Frauenbildung, stellt sie aber durch die Warnung vor 'Halbbildung' ambivalent dar und idealisiert gleichzeitig traditionelle häusliche Pflichten. Die Darstellung bleibt deskriptiv ohne klare Positionierung für oder gegen Frauenrechte.	neutral	deepseek/deepseek-r1-0528:free	3
594	konservativ	Der Artikel lehnt die Frauenbewegung ausdrücklich ab, kritisiert die Erwerbstätigkeit von Frauen als Hindernis für Fortpflanzung und propagiert das traditionelle Familienmodell (Mann als Ernährer, Frau als Mutter und Hausfrau). Er fordert gezielt die Rückbesinnung auf mütterliche Pflichten und warnt vor negativen Folgen der Emanzipation für die 'Rassenerhaltung'.	anderes Thema	deepseek/deepseek-r1-0528:free	3
595	progressiv	Der Artikel befürwortet aktiv die Einbindung von Frauen in öffentliche Ämter (Armenpflegerinnen) und betont ihre gleichberechtigte Rolle mit Männern in Kommunen wie Bremen und Berlin. Er stellt ihre berufliche Eignung in einem öffentlichen Verantwortungsbereich heraus und erwähnt gezielt Ausbildungsmöglichkeiten für Frauen, die diese Tätigkeit professionalisieren sollen. Dies spiegelt eine progressive Haltung wider, da er Frauenrollen über das Private hinaus erweitert und institutionelle Gleichstellung fördert.	progressiv	deepseek/deepseek-r1-0528:free	3
596	progressiv	Der Artikel unterstützt explizit die Ziele der Frauenbewegung des 19./20. Jahrhunderts, indem er ihre Errungenschaften in Bildung (Mädchengymnasien, Universitätszugang), Berufsbildung und Berufsvielfalt (Ärztinnen, Technikerinnen etc.) sowie politische Forderungen wie Frauenstimmrecht hervorhebt. Er argumentiert, dass die Erwerbstätigkeit von Frauen durch Industrialisierung notwendig sei und lehnt das traditionelle Familienmodell ('die Frau gehört ins Haus') als unzeitgemäß ab.	progressiv	deepseek/deepseek-r1-0528:free	3
597	konservativ	Der Artikel verspottet Frauenrechtlerinnen (‚grimmige Reden‘) und stellt ihre Forderungen als unnötig dar, indem er die baskische Erbpraxis als vermeintlich ‚gelöste Lösung‘ exotisiert. Die beschriebenen baskischen Bräuche unterstreichen eine traditionelle Geschlechterhierarchie (Fokus auf Erbtochter als ‚gesuchtes Wesen‘, Feldarbeit als Pflicht der Frau) und deuten moderne Gleichberechtigungsbestrebungen als unnötig, da ‚gelöst‘. Ironische Formulierungen (z.B. ‚galantes Dorado der Frauen‘) und der Hinweis, dass Frauen öffentliche Rechte heute nicht mehr ausüben, verdeutlichen die ablehnende Haltung gegenüber progressiven Ideen.	konservativ	deepseek/deepseek-r1-0528:free	3
598	konservativ	Der Artikel bewertet die Erwerbsarbeit von Frauen primär als Gefahr für Gesundheit, Sittlichkeit und Familienleben, idealisiert die traditionelle Hausfrauenrolle und fordert Schutzmaßnahmen nur innerhalb dieser konservativen Geschlechterordnung. Progressives Engagement für Gleichberechtigung oder Frauenwahlrecht fehlt vollständig.	falsch	deepseek/deepseek-r1-0528:free	3
599	konservativ	Der Artikel idealisiert explizit die traditionelle Rolle der Frau als 'Gehilfin' des Mannes nach dem Schöpfungswort und betont ihre Pflicht, Haushalt und Kinder in seiner Abwesenheit zu bewahren. Zwar werden Bildung und außerhäusliche Tätigkeit von Frauen erwähnt (z.B. im Vaterländischen Frauenverein), jedoch ausschließlich als kriegsbedingte Notwendigkeit oder als Dienst an der Nation, ohne grundsätzlich an Geschlechterrollen oder Frauenrechten zu rütteln. Kernaufgaben wie Pflege für Heim und Familie bleiben unhinterfragt das ideale Handlungsfeld.	konservativ	deepseek/deepseek-r1-0528:free	3
600	konservativ	Der Artikel lehnt explizit 'radikale' Frauenrechtsforderungen wie das Frauenwahlrecht ab, betont stattdessen die Erfüllung nationaler Pflichten vor der Einforderung von Rechten ('daß die Pflichten der Frau [...] zum Teil noch zu schlecht erfüllt werden, um besondere Rechte zu fordern'). Zudem idealisiert er die traditionelle Familienrolle, indem die nationale Arbeit der Frauen als Unterstützung des väterlichen Staatsgedankens innerhalb der Familie dargestellt wird.	progressiv	deepseek/deepseek-r1-0528:free	3
601	konservativ	Der Artikel idealisiert das traditionelle Familienbild, indem er Mutterschaft und Hausfrauentätigkeit als den 'natürlichen Beruf' der Frau bezeichnet und andere Berufe lediglich als 'Ersatz' für unverheiratete Frauen abwertet. Er schließt Berufe aus, die nicht mit den Stereotypen von Fürsorge und Haushalt vereinbar sind (z.B. Telefonistin), und betont geschlechtsspezifische 'Eigenarten' als naturgegeben, nicht als Ergebnis sozialer Prägung. Dies widerspricht progressiven Forderungen nach freier Berufswahl und Gleichstellung, trotz anfänglicher Zugeständnisse zur prinzipiellen Berufszugänglichkeit.	ambivalent	deepseek/deepseek-r1-0528:free	3
602	progressiv	Der Artikel unterstützt aktiv den Zugang von Frauen zur höheren Bildung durch Werbung für Abiturvorbereitungskurse und dokumentiert deren Erfolge (83 bestandene Prüfungen). Zudem kritisiert er scharf die Ausbeutung weiblicher Arbeitskraft in ‚typischen‘ Frauenberufen (Haushaltslehrerinnen) und fordert faire Bezahlung statt unbezahlter Praktikumsmodelle.	progressiv	deepseek/deepseek-r1-0528:free	3
603	konservativ	Der Artikel unterstützt zwar Bildung und Erwerbstätigkeit unverheirateter Frauen, lehnt jedoch ausdrücklich politische Rechte wie das Wahlrecht ab und verteidigt das traditionelle Familienbild. Er kritisiert Frauen, die sich politisch betätigen wollen, als Verlust ihrer 'Weiblichkeit' und betont die naturgegebene häusliche Rolle der Mutter und Ehefrau.	konservativ	deepseek/deepseek-r1-0528:free	3
604	progressiv	Der Artikel stellt die Ausbildung und Berufstätigkeit von Frauen in der Glasmalerei explizit als geeignet und erfolgreich dar und bewirbt diese als 'aussichtsreichen' Beruf mit geregeltem Lehrgang und fairem Verdienst. Dies fördert aktiv die Erwerbstätigkeit von Frauen in einem qualifizierten künstlerischen Handwerk und gibt konkrete wirtschaftliche Perspektiven, was der damaligen Forderung nach weiblicher Berufsbildung entspricht.	progressiv	deepseek/deepseek-r1-0528:free	3
605	konservativ	Der Artikel lehnt die intellektuelle Gleichstellung von Frauen mit biologischen Argumenten ab, idealisiert die Mutterrolle als ‚natürliche Mission‘ und bewertet Bildungserfolge von Frauen als Ausnahmen oder Anomalien. Er verwendet anatomische Vergleiche (Schädelformen, Gehirngröße) und physiologische Argumente (Menstruation, Schwangerschaft), um eine grundsätzliche geistige Unterlegenheit von Frauen zu behaupten und ihre Beschränkung auf häusliche und reproduktive Aufgaben zu rechtfertigen.	konservativ	deepseek/deepseek-r1-0528:free	3
606	progressiv	Der Artikel fördert explizit die Berufstätigkeit gebildeter Frauen in der Irrenpflege und ermöglicht ihnen durch flexible Einsätze in verschiedenen Arbeitsbereichen (Krankenpflege, Erziehung, Fürsorge) eine aktive berufliche Rolle außerhalb des häuslichen Bereichs. Dies entspricht progressiven Zielen des frühen 20. Jahrhunderts, die auf Bildung und Erwerbsmöglichkeiten für Frauen abzielten, auch wenn der Rahmen religiös-karitativ bleibt.	progressiv	deepseek/deepseek-r1-0528:free	3
607	progressiv	Der Artikel stellt zwei Berufe (Insektenpräparation und Graphologie) als geeignete Tätigkeitsfelder für Frauen vor und betont deren Erwerbsmöglichkeiten sowie finanzielle Unabhängigkeit. Besonders der Hinweis auf die professionelle Etablierung von Präparatorinnen im Museum und die Schilderung persönlicher Erfolge in der Graphologie unterstreichen eine fördernde Haltung gegenüber weiblicher Berufstätigkeit.	progressiv	deepseek/deepseek-r1-0528:free	3
608	progressiv	Der Artikel unterstützt aktiv das akademische Studium von Frauen und deren berufliche Tätigkeit (z.B. als Ärztinnen und Lehrerinnen in der Mission), was im Kontext des frühen 20. Jahrhunderts als progressive Position gilt. Zudem fördert die beschriebene Vereinigung (D.C.V.S.F.) gezielt Bildung, Vernetzung und Berufsvorbereitung für Studentinnen, ohne traditionelle Geschlechterrollen zu betonen.	progressiv	deepseek/deepseek-r1-0528:free	3
609	konservativ	Der Artikel idealisiert das traditionelle Familienbild, in dem Frauen für Hausarbeit und Kindererziehung zuständig sind, und lehnt moderne Bestrebungen wie Fabrikarbeit oder akademische Bildung für Frauen als Ausdruck von 'Materialismus' und 'Vergnügungssucht' ab. Er kritisiert die Emanzipation von häuslichen Pflichten als moralischen Verfall und fordert eine Erziehung zurück zur 'tüchtigen Hausfrau'.	konservativ	deepseek/deepseek-r1-0528:free	3
610	konservativ	Der Artikel lehnt Klavierstimmen als Frauenerwerbsberuf mit stereotypen Argumenten ab (körperliche Schwäche, fehlende technische Eignung) und enthält kein Eintreten für neue Berufsfelder. Zwar wird die musikalische Kompetenz von Frauen anerkannt, doch dies wird durch biologische Zuschreibungen sofort wieder relativiert, während Berichte über erfolgreiche Klavierstimmerinnen als unrealistisch abgetan werden.	konservativ	deepseek/deepseek-r1-0528:free	3
611	progressiv	Der Artikel unterstützt aktiv die Förderung von Frauenbildung und -arbeit im ländlichen Raum, kritisiert ungleiche Bildungsmöglichkeiten für Frauen und würdigt die wirtschaftliche Bedeutung weiblicher Erwerbstätigkeit in der Landwirtschaft (mit 4,6 Millionen Berufstätigen). Dabei nutzt er soziologische Untersuchungen wie von Dr. Rosa Kempf, um strukturelle Benachteiligungen bei Berufsschulangeboten für Landmädchen anzuprangern.	progressiv	deepseek/deepseek-r1-0528:free	3
612	konservativ	Der Artikel lehnt Frauen in akademischen Berufen wie Medizin ab ('unerhörte Verschiebung aller guten Sitte') und verteidigt traditionelle Geschlechterrollen ('natürlicher Beruf' der Frau in Mutterschaft und Haushalt). Er kritisiert die Frauenbewegung als 'überspannte Emanzipationsgelüste' und bezeichnet höhere Bildung für Frauen als Ursache für gesellschaftliche Dekadenz.	konservativ	deepseek/deepseek-r1-0528:free	3
613	konservativ	Der Artikel idealisiert ein traditionelles Familienbild, in dem der Mann als Alleinernährer ('der Mann ist es, der später den Hausstand zu erhalten hat') und die Frau auf die Haushaltsführung reduziert wird. Er befürwortet zudem die finanzielle Benachteiligung von Töchtern gegenüber Söhnen bei der Ausbildung und legitimiert dies mit der angeblichen künftigen ökonomischen Abhängigkeit der Frau vom Mann ('jede Braut hat [...] das Recht, künftig als Frau in den Mitgenuß der Zinsen von diesem fremden Vermögen zu treten'). Ziel der 'Selbständigkeit' der Braut ist ausschließlich die Vorbereitung auf ihre untergeordnete Rolle als Hausfrau.	progressiv	deepseek/deepseek-r1-0528:free	3
614	konservativ	Der Text lehnt Forderungen nach selbstständiger Vermögensverwaltung für Ehefrauen kategorisch ab und rechtfertigt das geltende Recht. Er argumentiert, Frauen könnten ihre Interessen im bestehenden System durchsetzen, sofern sie 'charakterstark' seien, und diffamiert Frauenrechtsaktivistinnen als untätige Privilegierte. Statt gesetzlicher Gleichstellung propagiert er traditionelle Geschlechterrollen mit dem Mann als Familienoberhaupt.	konservativ	deepseek/deepseek-r1-0528:free	3
615	anderes Thema	Der Text behandelt ausschließlich praktische und ästhetische Fragen zur Berufskleidung von Lehrerinnen, ohne Bezug zu progressiven Gender-Themen wie Frauenrechten, Bildung oder politischer Gleichstellung. Es wird keine Position zu gesellschaftlichen Rollenbildern oder Frauenemanzipation bezogen.	neutral	deepseek/deepseek-r1-0528:free	3
